Fund_ID,Fund_Name,Ticker,Asset_Manager,Fund_Type,Inception_Date,Category_Group,Primary_Sector,Geographic_Focus,Fund_Net_Assets_USD_M,Tariff_Risk_Level,Tariff_Risk_Score,Import_Exposure_Pct,Export_Exposure_Pct,China_Exposure_Pct,EU_Exposure_Pct,Supply_Chain_Vulnerability_Score,Retaliatory_Tariff_Risk,Trade_War_Resilience_Score,Return_1M_Pct,Return_3M_Pct,Return_6M_Pct,Return_1Y_Pct,Return_3Y_Annualized_Pct,Return_5Y_Annualized_Pct,Return_YTD_Pct,Return_Since_Inception_Annualized_Pct,Volatility_1Y_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Beta_vs_Market,Portfolio_Concentration_Index,Expense_Ratio_Pct,Portfolio_Turnover_Pct,Number_of_Holdings,Average_Market_Cap_USD_B,Percent_Holdings_Rated,Return_During_Tariff_Episodes_Pct,Drawdown_During_Tariff_Episodes_Pct,Holdings_with_Tariff_Hedges_Pct,Holdings_in_Near_Shoring_Beneficiaries_Pct,Holdings_with_Diversified_Supply_Chain_Pct,Data_As_Of_Date,Tariff_Risk_Category,Resilience_Quartile,AUM_Bucket,Return_1Y_Z,Volatility_1Y_Z,Risk_Return_Score,Tariff_Resilience_Interaction
FND_0104,Vanguard JPMorgan Index Fund,JC4,JPMorgan,ETF,2019-10-17,Sector Equity,Chemicals,China,5261799.44,Medium,54.94,61.33,32.24,69.14,28.31,75.85,Medium,30.42,4.53,1.18,3.47,5.62,6.07,5.9,-24.71,5.51,13.56,15.14,0.41,1.04,0.82,0.01,70.43,432,90.67,82.88,-0.84,-24.35,36.04,0.0,25.86,2024-12-13,Medium,Q2_Mid,Large,-0.39536765307832666,-0.4691607434100836,0.07379309033175696,1671.2748
FND_0105,Morgan Stanley Active Financials Fund,MSF5,Morgan Stanley,ETF,1981-08-03,Sector Equity,Financials,Africa,840960.82,Low,4.99,8.27,0.0,5.59,0.0,17.07,Low,86.55,1.8,10.51,23.04,17.84,19.27,18.74,3.5,17.49,20.26,9.34,0.88,0.87,0.41,0.81,48.51,33,9.47,88.5,1.15,-4.71,76.01,43.82,73.57,2024-12-13,Low,Q4_High,Large,0.5153910410509812,0.6583058924749804,-0.14291485142399918,431.8845
FND_0106,Merrill Lynch Global Machinery ETF,MLM6,Merrill Lynch,ETF,1980-07-24,Income,Machinery,China,2163585.17,Medium,62.48,63.07,62.93,61.25,37.34,69.3,Medium,32.75,-2.44,0.91,7.78,8.87,9.58,9.32,25.69,8.69,12.44,31.66,0.71,1.28,0.2,0.28,51.34,566,106.23,85.06,1.66,-23.54,30.01,0.0,27.84,2024-12-13,Medium,Q2_Mid,Large,-0.15314459612904271,-0.6576327780654975,0.5044881819364547,2046.2199999999998
FND_0107,WisdomTree Global Energy ETF,WE7,WisdomTree,ETF,2016-09-07,Balanced,Energy,Middle East,271764.43,Low,11.47,7.17,11.69,16.98,5.96,11.01,Low,88.85,1.39,1.77,7.54,12.53,13.53,13.15,7.95,12.28,29.8,17.25,0.42,0.95,0.23,0.96,37.8,220,5.01,98.66,-1.06,-3.9,70.82,45.77,75.52,2024-12-13,Low,Q4_High,Mid,0.1196358310815356,2.2636837590934147,-2.144047928011879,1019.1095
FND_0108,WisdomTree Real Estate Index Fund,WR8,WisdomTree,ETF,1993-09-06,Equity,Real Estate,India,73124.4,Low,6.02,7.46,10.13,0.0,10.9,27.13,Low,79.2,5.55,3.18,4.33,21.06,22.75,22.11,12.69,20.64,14.9,41.65,1.41,0.15,0.54,0.55,42.15,344,357.63,90.02,3.26,-7.28,75.18,37.57,67.32,2024-12-13,Low,Q4_High,Mid,0.7553781928591948,-0.2436674162330709,0.9990456090922657,476.784
FND_0109,Vanguard SPDR Index Fund,SA9,SPDR,Mutual Fund,1988-01-28,Sector Equity,Agriculture,Middle East,4881003.39,Medium,57.22,46.95,81.09,47.03,47.76,59.06,Medium,41.49,-0.09,0.17,16.74,0.4,0.43,0.42,4.64,0.39,20.86,28.49,0.02,1.27,0.37,0.47,14.01,155,18.35,88.23,1.53,-20.48,34.23,5.52,35.27,2024-12-13,Medium,Q3_Mid,Large,-0.7844151476245613,0.7592730538975231,-1.5436882015220843,2374.0578
FND_0110,Dimensional US Semiconductors Fund,DS10,Dimensional,Mutual Fund,1997-06-01,Balanced,Semiconductors,Japan,71264.48,Medium,59.32,46.34,46.07,89.89,33.75,73.61,Medium,30.67,1.97,3.17,-3.36,14.66,15.83,15.39,12.39,14.36,22.7,7.52,0.65,0.87,0.46,0.54,5.91,390,25.37,99.61,-8.82,-24.26,32.54,0.0,26.07,2024-12-13,Medium,Q2_Mid,Mid,0.27838509609752793,1.0689056822599883,-0.7905205861624603,1819.3444000000002
FND_0111,Franklin Templeton Manufacturing Growth Fund,FTM11,Franklin Templeton,ETF,2017-07-30,Growth,Manufacturing,Emerging Markets,21988.89,Medium,58.18,54.23,58.0,63.62,40.29,78.12,Medium,27.86,4.35,-1.07,16.19,43.27,46.74,45.44,-6.55,42.41,24.19,3.28,1.79,1.17,0.61,0.41,11.92,177,595.96,92.97,-2.4,-25.25,33.46,0.0,23.68,2024-12-13,Medium,Q1_Low,Small,2.410693298964918,1.3196407997926372,1.0910524991722808,1620.8948
FND_0112,T. Rowe Price Global Fund,TRM12,T. Rowe Price,Mutual Fund,2000-01-27,Growth,Metals & Mining,Japan,60611.06,High,81.43,85.09,71.85,86.11,34.82,77.36,High,21.42,2.81,-1.03,15.97,3.22,3.47,3.38,16.98,3.15,8.22,16.93,0.39,1.21,0.85,0.4,0.0,36,508.25,85.06,-0.46,-27.5,14.86,0.0,18.21,2024-12-13,High,Q1_Low,Small,-0.5742400643639518,-1.3677684800707166,0.7935284157067648,1744.2306000000003
FND_0113,Guggenheim US Agriculture Fund,GA13,Guggenheim,ETF,1994-02-22,Growth,Agriculture,Australia,396327.05,Medium,58.96,50.17,61.06,68.6,49.89,73.82,Medium,30.63,0.41,-1.38,-7.14,7.66,8.27,8.04,14.6,7.5,17.78,50.2,0.43,1.2,0.12,0.11,46.25,68,113.87,94.77,4.37,-24.28,32.83,0.0,26.04,2024-12-13,Medium,Q2_Mid,Large,-0.24332610348554531,0.24097495859513582,-0.48430106208068113,1805.9448
FND_0114,Janus Henderson Electronics Growth Fund,JHE14,Janus Henderson,Mutual Fund,2010-03-19,Balanced,Electronics,Emerging Markets,871536.51,Medium,64.02,59.2,46.25,88.2,46.15,77.33,Medium,26.66,-0.05,9.13,8.31,-3.58,-3.87,-3.76,18.94,-3.51,21.5,28.93,-0.17,1.12,0.83,0.19,0.0,324,53.22,85.38,-14.01,-25.67,28.79,0.0,22.66,2024-12-13,High,Q1_Low,Large,-1.081045229673223,0.8669713594149024,-1.9480165890881254,1706.7731999999999
FND_0115,iShares Morgan Stanley Agriculture ETF,MSA15,Morgan Stanley,Mutual Fund,2002-10-04,Income,Agriculture,North America,2800889.52,Medium,55.78,44.98,80.18,45.77,50.91,64.83,Medium,37.89,-1.52,1.74,4.04,34.77,37.55,36.51,17.9,34.07,16.0,34.92,2.17,1.15,0.31,0.28,29.24,236,258.98,80.23,-9.61,-21.74,35.38,2.45,32.2,2024-12-13,Medium,Q2_Mid,Large,1.7771868423283288,-0.058560953625075386,1.835747795953404,2113.5042
FND_0116,AQR Strategic Materials Fund,AM16,AQR,ETF,1996-10-04,Growth,Materials,Australia,357092.27,High,73.28,72.72,64.56,82.75,42.35,75.1,High,25.44,-1.25,-0.45,10.47,-7.13,-7.7,-7.49,7.13,-6.99,33.69,9.55,-0.21,0.53,0.4,0.64,43.72,418,58.91,86.53,-10.13,-26.09,21.37,0.0,21.63,2024-12-13,High,Q1_Low,Large,-1.3456273380332102,2.9182875223162346,-4.263914860349445,1864.2432000000001
FND_0117,iShares SPDR Agriculture ETF,SA17,SPDR,Mutual Fund,1993-01-09,Value,Agriculture,ASEAN,47497.85,Medium,51.99,47.47,52.75,57.27,51.74,63.92,Medium,39.66,3.3,-1.45,-6.48,-15.37,-16.6,-16.13,15.73,-15.06,15.78,25.67,-0.97,0.36,0.53,0.37,0.0,74,258.01,90.3,3.81,-21.12,38.41,3.96,33.71,2024-12-13,Medium,Q2_Mid,Small,-1.9597559501138564,-0.09558224614667461,-1.8641737039671817,2061.9234
FND_0118,Vanguard Semiconductors Index Fund,VS18,Vanguard,Mutual Fund,1980-01-19,Growth,Semiconductors,Asia-Pacific,336391.91,Medium,64.25,62.79,57.51,72.95,27.22,79.68,Medium,24.95,4.72,0.67,1.67,-3.14,-3.39,-3.29,-0.62,-3.07,12.95,28.61,-0.24,0.7,0.64,0.99,29.02,318,104.47,88.58,-9.05,-26.27,28.6,0.0,21.21,2024-12-13,High,Q1_Low,Large,-1.0482519542708584,-0.571810690856336,-0.4764412634145224,1603.0375
FND_0119,Fidelity International Agriculture,FA19,Fidelity,ETF,2009-03-04,Sector Equity,Agriculture,North America,544217.86,High,65.88,62.89,81.08,54.66,65.45,67.19,Medium,33.21,-1.78,4.57,10.04,19.07,20.6,20.03,20.51,18.69,18.39,19.08,1.04,0.85,0.67,0.81,38.01,280,1857.48,92.57,0.43,-23.38,27.3,0.0,28.23,2024-12-13,High,Q2_Mid,Large,0.6070631518348641,0.3436249060413878,0.26343824579347636,2187.8748
FND_0120,PIMCO Emerging Markets Agriculture,PA20,PIMCO,ETF,2010-02-02,Growth,Agriculture,Global,140382.52,Medium,60.44,51.57,78.51,54.2,47.24,65.8,Medium,35.81,-0.52,3.95,14.4,4.58,4.95,4.81,5.08,4.49,23.99,21.56,0.19,0.85,0.53,0.38,7.57,563,35.67,89.59,-13.52,-22.47,31.65,0.69,30.44,2024-12-13,Medium,Q2_Mid,Mid,-0.4728790313020976,1.2859850793184557,-1.7588641106205534,2164.3564
FND_0121,BlackRock Global Fund,BT21,BlackRock,ETF,1997-09-05,Value,Technology,Middle East,19352.1,Medium,43.96,34.99,44.96,54.92,20.48,65.01,Medium,41.31,-0.45,6.38,10.37,5.41,5.85,5.69,-1.44,5.31,2.77,13.03,1.96,1.45,0.73,0.38,29.84,153,90.63,88.52,0.74,-20.54,44.83,5.36,35.11,2024-12-13,Medium,Q3_Mid,Small,-0.41101898906581885,-2.2848868629921495,1.8738678739263306,1815.9876000000002
FND_0122,Guggenheim Global Fund,GE22,Guggenheim,Mutual Fund,1980-02-23,Income,Energy,Africa,615272.31,Low,17.92,10.46,28.59,17.21,4.23,29.23,Low,74.16,-2.14,4.59,13.24,13.19,14.24,13.85,12.85,12.92,18.14,19.82,0.73,1.19,0.41,0.56,76.62,474,303.06,94.33,7.3,-9.04,65.66,33.29,63.04,2024-12-13,Low,Q4_High,Large,0.16882574418508253,0.3015552554486615,-0.132729511263579,1328.9472
FND_0123,T. Rowe Price Consumer Discretionary Value Fund,TRC23,T. Rowe Price,Mutual Fund,1982-07-11,Equity,Consumer Discretionary,Emerging Markets,11687327.49,Medium,42.26,43.19,35.24,48.03,37.87,51.68,Medium,51.15,-1.24,6.82,-2.63,4.84,5.23,5.08,15.52,4.74,3.56,22.82,1.36,1.19,0.58,0.91,48.18,90,19.52,83.82,5.19,-17.1,46.19,13.73,43.48,2024-12-13,Medium,Q3_Mid,Large,-0.45350118674615486,-2.151946767119134,1.6984455803729792,2161.5989999999997
FND_0124,SPDR Sector Industrials Fund,SI24,SPDR,Mutual Fund,2014-04-09,Income,Industrials,China,509328.04,Medium,60.23,65.01,44.43,69.66,40.08,67.69,Medium,34.55,2.86,5.65,23.15,-11.53,-12.46,-12.11,-1.76,-11.3,18.1,37.65,-0.64,1.03,0.18,0.34,21.76,484,192.53,99.92,-4.49,-22.91,31.82,0.0,29.37,2024-12-13,Medium,Q2_Mid,Large,-1.673560092056856,0.29482411135382547,-1.9683842034106815,2080.9464999999996
FND_0125,Bank of America Core Automotive Fund,BOA25,Bank of America,Mutual Fund,1986-03-08,Balanced,Automotive,Middle East,110626.89,High,66.56,66.39,60.72,72.63,63.8,76.75,Medium,26.31,4.83,-3.69,-3.79,23.59,25.48,24.77,25.17,23.12,9.35,39.51,2.52,0.47,0.79,0.92,49.98,479,29.96,84.58,-6.94,-25.79,26.75,0.0,22.36,2024-12-13,High,Q1_Low,Mid,0.9439395264227914,-1.177613659391594,2.1215531858143857,1751.1936
FND_0126,Vanguard Guggenheim Index Fund,GD26,Guggenheim,Mutual Fund,2007-07-24,Income,Diversified,ASEAN,215796.02,Low,29.42,45.81,7.86,29.14,29.13,49.85,Low,56.28,0.11,8.75,-3.25,19.36,20.91,20.33,32.36,18.98,19.93,21.94,0.97,0.85,0.7,0.68,33.94,211,44.63,85.51,4.13,-15.3,56.46,18.08,47.83,2024-12-13,Medium,Q3_Mid,Mid,0.628676901531877,0.6027739536925815,0.025902947839295587,1655.7576000000001
FND_0127,Invesco Global Fund,IU27,Invesco,Mutual Fund,2015-05-12,Value,Utilities,Europe,234828.7,Low,11.2,10.57,0.0,23.25,6.29,29.95,Low,75.68,0.63,6.75,17.51,26.56,28.69,27.89,14.42,26.03,17.8,28.47,1.49,1.08,0.3,1.02,48.9,58,30.36,92.14,0.45,-8.51,71.04,34.58,64.33,2024-12-13,Low,Q4_High,Mid,1.1652941353887525,0.24434053064255384,0.9209536047461986,847.616
FND_0128,Nuveen Sector Agriculture Fund,NA28,Nuveen,ETF,2004-12-16,Sector Equity,Agriculture,Middle East,79306.85,Medium,56.65,45.01,61.9,66.94,51.98,69.55,Medium,34.32,-0.67,2.2,1.38,5.73,6.19,6.02,2.95,5.62,20.13,32.21,0.28,1.57,0.17,0.15,0.0,93,17.82,97.84,2.47,-22.99,34.68,0.0,29.17,2024-12-13,Medium,Q2_Mid,Mid,-0.3871693342277355,0.6364296741667623,-1.023599008394498,1944.228
FND_0129,Bank of America Active Healthcare Fund,BOH29,Bank of America,Mutual Fund,1985-07-04,Balanced,Healthcare,Middle East,19321.41,Low,19.82,16.16,23.15,21.38,16.3,45.1,Low,62.48,-1.12,2.66,-2.52,19.05,20.57,20.0,2.94,18.67,11.43,25.82,1.67,0.8,0.59,0.32,38.3,195,77.04,86.05,6.39,-13.13,64.14,23.36,53.11,2024-12-13,Low,Q3_Mid,Small,0.605572548407484,-0.8275941664601115,1.4331667148675955,1238.3536
FND_0130,TIAA Metals & Mining Dividend Fund,TM30,TIAA,Mutual Fund,2010-05-11,Equity,Metals & Mining,Africa,222109.66,High,71.56,76.06,65.93,71.19,50.5,75.7,High,25.54,-5.36,11.94,11.23,24.82,26.81,26.07,29.56,24.33,10.82,35.83,2.3,0.81,0.71,0.46,3.02,532,162.23,96.8,-9.07,-26.06,22.75,0.0,21.71,2024-12-13,High,Q1_Low,Mid,1.0356116372066744,-0.9302441139063635,1.965855751113038,1827.6424
FND_0131,iShares Goldman Sachs Communications ETF,GSC31,Goldman Sachs,ETF,1988-12-06,Value,Communications,Europe,3361371.06,Medium,35.38,36.73,32.32,36.64,15.9,47.99,Low,55.79,1.43,0.35,0.14,4.9,5.29,5.14,3.92,4.8,0.24,21.57,20.46,1.47,0.56,0.36,55.07,580,89.69,85.59,-0.22,-15.47,51.7,17.68,47.43,2024-12-13,Medium,Q3_Mid,Large,-0.4490293764640142,-2.7106317269905396,2.2616023505265255,1973.8502
FND_0132,PIMCO Sector Semiconductors Fund,PS32,PIMCO,Mutual Fund,1997-11-18,Growth,Semiconductors,Australia,57653.42,Medium,63.46,55.69,50.61,86.67,26.16,79.76,Medium,25.13,1.74,4.69,15.48,22.05,23.82,23.16,16.89,21.61,11.69,24.31,1.89,1.41,0.1,0.62,2.44,516,181.21,91.78,-3.3,-26.21,29.23,0.0,21.36,2024-12-13,Medium,Q1_Low,Small,0.8291630625145153,-0.7838417298436763,1.6130047923581916,1594.7498
FND_0133,American Century Automotive Growth Fund,ACA33,American Century,ETF,1987-09-29,Sector Equity,Automotive,Middle East,103570.43,High,68.49,73.87,60.53,69.28,52.91,91.63,Medium,15.31,4.47,-2.48,10.57,6.0,6.48,6.3,6.23,5.88,11.6,22.7,0.52,1.31,0.64,0.43,0.0,540,42.54,96.55,1.5,-29.64,25.21,0.0,13.01,2024-12-13,High,Q1_Low,Mid,-0.36704618795810273,-0.7989868040570577,0.43194061609895495,1048.5819
FND_0134,Schwab Core Diversified Fund,SD34,Schwab,ETF,2004-06-07,Value,Diversified,Africa,732573.83,Medium,40.6,51.21,24.54,42.52,8.6,56.5,Medium,48.27,-2.59,-1.76,2.98,5.07,5.47,5.32,25.65,4.97,13.43,42.47,0.38,1.05,0.79,0.99,77.81,510,225.66,84.74,-0.97,-18.11,47.52,11.28,41.03,2024-12-13,Medium,Q3_Mid,Large,-0.4363592473312824,-0.4910369617183014,0.054677714387019016,1959.7620000000002
FND_0135,Morgan Stanley Semiconductors Value Fund,MSS35,Morgan Stanley,ETF,1985-10-06,Income,Semiconductors,Australia,28799.65,Medium,58.57,58.03,51.25,66.61,29.75,68.14,Medium,34.73,3.39,5.12,19.63,-1.05,-1.13,-1.1,1.86,-1.03,13.59,5.01,-0.08,1.38,0.46,0.93,71.5,273,27.52,85.63,-5.73,-22.84,33.14,0.0,29.52,2024-12-13,Medium,Q2_Mid,Small,-0.8924838961096265,-0.4641123853389566,-0.4283715107706699,2034.1360999999997
FND_0136,WisdomTree Emerging Markets Consumer Discretionary,WC36,WisdomTree,ETF,1983-06-27,Equity,Consumer Discretionary,Australia,24046.02,Medium,32.83,24.52,24.69,52.05,21.57,53.44,Low,52.75,-2.28,6.84,2.11,12.49,13.49,13.11,1.28,12.24,7.67,24.17,1.63,0.83,0.1,0.78,13.89,540,7.3,90.03,-3.08,-16.54,53.74,15.08,44.83,2024-12-13,Medium,Q3_Mid,Small,0.11665462422677525,-1.4603217113747144,1.5769763356014896,1731.7824999999998
FND_0137,iShares Franklin Templeton Automotive ETF,FTA37,Franklin Templeton,Mutual Fund,1998-01-15,Value,Automotive,ASEAN,27274.48,High,75.47,73.43,81.83,71.84,59.6,90.82,High,13.79,0.35,4.57,0.87,21.23,22.92,22.29,17.76,20.8,11.76,32.43,1.81,0.63,0.49,0.5,31.92,178,347.14,82.4,-6.06,-30.17,19.62,0.0,11.72,2024-12-13,High,Q1_Low,Small,0.7680483219919267,-0.7720622276777128,1.5401105496696395,1040.7313
FND_0138,Principal Technology Index Fund,PT38,Principal,ETF,2011-06-27,Balanced,Technology,China,496270.26,Medium,53.35,60.98,25.56,70.99,26.71,68.95,Medium,35.73,-0.83,1.88,-3.97,0.42,0.46,0.44,14.43,0.41,16.4,11.23,0.03,0.74,0.16,0.48,25.48,221,55.38,82.09,3.8,-22.5,37.32,0.62,30.37,2024-12-13,Medium,Q2_Mid,Large,-0.7829245441971812,0.008750487323286399,-0.7916750315204676,1906.1954999999998
FND_0139,Morgan Stanley Communications Dividend Fund,MSC39,Morgan Stanley,Mutual Fund,1986-08-29,Balanced,Communications,Africa,9624.49,Medium,31.68,29.53,24.13,42.1,30.12,42.09,Low,61.03,1.31,-5.39,13.2,18.63,20.13,19.57,14.3,18.26,18.27,18.07,1.02,1.56,0.3,0.21,48.93,276,13.15,99.79,-1.93,-13.64,54.66,22.13,51.88,2024-12-13,Medium,Q3_Mid,Small,0.5742698764324994,0.32343147375687903,0.25083840267562035,1933.4304
FND_0140,WisdomTree Global Chemicals ETF,WC40,WisdomTree,ETF,2005-11-25,Value,Chemicals,US,55180.55,Medium,50.4,58.47,30.69,59.37,47.23,65.85,Medium,38.78,0.64,-0.41,10.48,-5.57,-6.01,-5.85,11.49,-5.46,15.59,30.51,-0.36,1.43,0.26,0.01,42.11,298,139.22,89.18,-2.74,-21.43,39.68,3.22,32.97,2024-12-13,Medium,Q2_Mid,Small,-1.2293602706975537,-0.1275551805971465,-1.1018050901004073,1954.512
FND_0141,BlackRock Core Semiconductors Fund,BS41,BlackRock,Mutual Fund,2014-01-14,Value,Semiconductors,China,1691009.85,Medium,61.88,51.25,48.42,89.5,47.28,82.31,Medium,23.82,2.07,2.71,9.71,5.22,5.64,5.48,12.08,5.11,19.3,21.24,0.27,0.44,0.82,0.71,2.71,151,129.8,92.24,0.13,-26.66,30.5,0.0,20.25,2024-12-13,Medium,Q1_Low,Large,-0.4251797216259309,0.4967584341989114,-0.9219381558248423,1473.9816
FND_0142,iShares Sector Electronics Fund,IE42,iShares,ETF,1991-02-18,Equity,Electronics,China,30943.42,High,71.15,83.14,45.91,80.4,34.36,72.46,High,27.93,0.45,2.6,2.58,4.91,5.3,5.15,23.49,4.81,16.59,37.17,0.3,0.81,0.17,0.06,0.0,154,36.1,92.6,-3.45,-25.22,23.08,0.0,23.74,2024-12-13,High,Q1_Low,Small,-0.4482840747503241,0.040723421773758574,-0.4890074965240827,1987.2195000000002
FND_0143,Nuveen Emerging Markets Agriculture,NA43,Nuveen,Mutual Fund,2005-02-08,Sector Equity,Agriculture,Middle East,95575.62,Medium,58.82,52.58,68.92,57.03,47.02,45.25,Medium,50.68,3.98,7.69,10.08,12.8,13.83,13.44,8.7,12.55,6.32,17.01,2.02,0.9,0.38,0.89,35.66,430,22.27,84.68,-1.33,-17.26,32.94,13.33,43.08,2024-12-13,Medium,Q3_Mid,Mid,0.13975897735116852,-1.6874978245754364,1.827256801926605,2980.9976
FND_0144,TIAA Electronics Dividend Fund,TE44,TIAA,ETF,1989-10-01,Value,Electronics,India,18530.62,High,71.61,74.64,54.34,84.84,53.2,88.56,High,16.52,-1.1,1.99,-1.93,2.71,2.93,2.85,13.44,2.66,8.24,16.28,0.33,1.16,0.17,0.35,22.48,54,18.74,95.94,-12.55,-29.22,22.71,0.0,14.04,2024-12-13,High,Q1_Low,Small,-0.6122504517621472,-1.3644029080232987,0.7521524562611515,1182.9972
FND_0145,American Century Emerging Markets Communications,ACC45,American Century,ETF,2002-02-24,Growth,Communications,Middle East,914980.3,Low,24.46,25.01,17.94,30.25,17.15,45.67,Low,60.69,1.04,5.13,4.13,3.39,3.67,3.56,18.47,3.33,15.51,23.82,0.22,1.01,0.67,0.48,17.4,362,69.25,81.24,-2.24,-13.76,60.43,21.84,51.59,2024-12-13,Medium,Q3_Mid,Large,-0.56156993523122,-0.1410174687868189,-0.42055246644440114,1484.4774
FND_0146,Nuveen Global Consumer Discretionary ETF,NC46,Nuveen,ETF,1992-11-26,Income,Consumer Discretionary,Europe,800.96,Medium,30.01,22.98,29.21,40.18,28.46,63.76,Low,46.37,2.32,1.82,17.8,-1.2,-1.29,-1.26,13.42,-1.17,15.34,30.97,-0.08,1.29,0.27,0.32,4.04,465,11.3,83.23,-2.02,-18.77,55.99,9.66,39.41,2024-12-13,Medium,Q3_Mid,Small,-0.903663421814978,-0.16962483118987276,-0.7340385906251052,1391.5637
FND_0147,PIMCO Chemicals Index Fund,PC47,PIMCO,Mutual Fund,2003-06-28,Income,Chemicals,Africa,77518.65,Medium,47.3,46.64,34.11,61.37,37.29,72.51,Medium,35.05,2.29,3.58,3.38,30.33,32.75,31.84,1.65,29.72,12.53,34.94,2.42,0.57,0.18,0.56,9.98,145,257.86,93.46,-5.33,-22.73,42.16,0.04,29.79,2024-12-13,Medium,Q2_Mid,Mid,1.446272881449922,-0.6424877038521161,2.088760585302038,1657.8649999999998
FND_0148,Dimensional Electronics Value Fund,DE48,Dimensional,Mutual Fund,1980-09-01,Income,Electronics,Global,6744161.05,High,68.37,70.56,59.56,74.27,31.73,80.1,Medium,23.42,-0.65,1.23,7.52,-0.8,-0.86,-0.84,1.56,-0.78,16.26,5.92,-0.05,0.87,0.44,0.12,30.23,45,998.75,84.03,1.46,-26.8,25.3,0.0,19.91,2024-12-13,High,Q1_Low,Large,-0.873851353267374,-0.014808517008639808,-0.8590428362587341,1601.2254000000003
FND_0149,T. Rowe Price Emerging Markets Healthcare,TRH49,T. Rowe Price,ETF,1983-06-14,Sector Equity,Healthcare,Australia,89701.19,Low,22.96,16.65,26.28,28.07,0.0,54.42,Low,55.02,2.91,-0.81,14.75,1.21,1.31,1.27,17.79,1.19,19.83,19.16,0.06,1.87,0.58,0.69,28.61,390,17.8,93.01,-0.19,-15.74,61.63,17.01,46.76,2024-12-13,Low,Q3_Mid,Mid,-0.7240457088156629,0.5859460934554906,-1.3099918022711536,1263.2592000000002
FND_0150,Vanguard iShares Index Fund,IM50,iShares,ETF,2016-11-08,Equity,Materials,Global,153413.07,Medium,62.51,69.69,56.66,58.79,36.43,95.29,Medium,14.54,-1.49,7.66,19.31,-4.84,-5.22,-5.08,12.45,-4.74,22.04,34.55,-0.22,1.06,0.21,1.45,0.0,157,285.0,97.26,-0.67,-29.91,29.99,0.0,12.36,2024-12-13,Medium,Q1_Low,Mid,-1.1749532455981762,0.957841804695191,-2.132795050293367,908.8953999999999
FND_0151,Goldman Sachs US Financials Fund,GSF51,Goldman Sachs,Mutual Fund,1981-01-06,Equity,Financials,US,15935.77,Low,11.56,5.89,11.22,19.46,17.29,19.07,Low,83.18,2.62,-1.55,-1.44,18.62,20.11,19.55,15.84,18.25,9.17,9.87,2.03,1.61,0.62,0.01,47.72,556,105.61,82.07,7.06,-5.89,70.75,40.95,70.7,2024-12-13,Low,Q4_High,Small,0.5735245747188095,-1.207903807818357,1.7814283825371664,961.5608000000001
FND_0152,Nuveen Electronics Value Fund,NE52,Nuveen,Mutual Fund,1988-03-13,Equity,Electronics,Europe,4193.03,High,67.05,54.76,70.66,79.81,52.47,71.3,Medium,29.97,3.11,8.43,7.33,-7.08,-7.64,-7.43,0.07,-6.94,11.23,23.84,-0.63,0.31,0.39,0.36,58.68,37,76.71,86.3,-5.74,-24.51,26.36,0.0,25.48,2024-12-13,High,Q2_Mid,Small,-1.3419008294647596,-0.8612498869342924,-0.48065094253046725,2009.4885
FND_0153,Nuveen Electronics Index Fund,NE53,Nuveen,ETF,1987-08-31,Balanced,Electronics,China,10022.53,High,70.68,76.25,55.0,78.94,38.63,89.0,High,16.5,-0.88,8.31,21.95,18.02,19.46,18.92,16.57,17.66,4.29,28.35,4.2,1.25,0.18,0.01,34.89,328,241.71,93.04,-3.87,-29.23,23.45,0.0,14.02,2024-12-13,High,Q1_Low,Small,0.528806471897403,-2.029103387388374,2.557909859285777,1166.22
FND_0154,Fidelity Electronics Growth Fund,FE54,Fidelity,ETF,2013-10-07,Equity,Electronics,Europe,58918.32,High,70.02,59.84,75.77,77.84,33.3,71.36,High,29.04,-0.29,6.92,6.67,21.39,23.1,22.46,13.5,20.96,18.07,9.13,1.18,0.72,0.69,1.21,44.97,592,26.52,98.23,1.02,-24.84,23.99,0.0,24.68,2024-12-13,High,Q2_Mid,Small,0.7799731494109684,0.2897757532826981,0.4901973961282703,2033.3808
FND_0155,Morgan Stanley Global Fund,MSM55,Morgan Stanley,Mutual Fund,1981-05-21,Income,Metals & Mining,Latin America,133829.1,High,67.79,69.63,68.97,64.17,36.39,87.47,Medium,18.43,0.92,11.97,0.54,16.59,17.91,17.42,11.73,16.25,5.44,11.33,3.05,0.82,0.63,0.11,29.96,443,115.78,80.0,-7.91,-28.55,25.76,0.0,15.67,2024-12-13,High,Q1_Low,Mid,0.4222283268397181,-1.8355829946618325,2.2578113215015505,1249.3697000000002
FND_0156,SPDR Global Metals & Mining ETF,SM56,SPDR,Mutual Fund,1982-07-08,Equity,Metals & Mining,Global,173479.64,High,74.5,72.09,84.56,67.66,33.63,87.92,High,16.1,-1.04,3.35,12.03,-2.16,-2.34,-2.27,11.39,-2.12,9.29,25.59,-0.23,0.71,0.74,0.21,54.9,320,108.64,82.33,-2.61,-29.36,20.4,0.0,13.69,2024-12-13,High,Q1_Low,Mid,-0.9752123863292281,-1.1877103755338485,0.21249798920462037,1199.45
